Horner_Adams_Taxon,Species,Ecotype,SVL,FL,RL,HL,HH,HW,SE,CHEEK,NECK
carnD,australis,arboreal,41.03,14.45,17.22,8.73,3.46,5.55,3.77,4.96,9.13
carnD,australis,arboreal,40.73,14.65,18.42,8.65,3.14,5.61,4.09,4.56,8.91
carnD,australis,arboreal,39.71,13.7,16.57,8.12,3.42,4.74,3.59,4.53,8.37
carnD,australis,arboreal,41.3,14.37,17.8,8.55,3.2,5.25,3.97,4.58,9.15
carnD,australis,arboreal,39.53,13.9,16.53,8.46,3.57,5.18,3.73,4.73,8.76
carnD,australis,arboreal,43.75,14.84,17.02,8.61,4.27,5.7,3.85,4.76,9.22
carnD,australis,arboreal,46.03,14.3,18.31,8.62,3.81,5.05,3.92,4.7,9.7
carnD,australis,arboreal,43.84,13.49,16.77,8.45,3.58,5.19,3.67,4.78,8.5
carnD,australis,arboreal,39.95,12.52,15.87,8.02,3.27,5.15,3.74,4.28,8.48
carnD,australis,arboreal,39.4,14.2,16.21,8.41,3.17,5.2,3.85,4.56,8.71
carnD,australis,arboreal,42.96,13.78,16.48,8.47,3.57,5.13,3.7,4.77,8.74
carnD,australis,arboreal,41.05,13.84,16.3,8.38,3.93,5.3,3.84,4.54,9.07
carnD,australis,arboreal,34.55,12.27,15.09,7.68,3.05,4.38,3.49,4.19,7.65
carnD,australis,arboreal,39.03,14.32,16.9,8.2,3.21,4.75,3.53,4.67,8.31
carnD,australis,arboreal,40.15,13.09,17.9,8.5,3.6,4.75,3.93,4.57,8.5
carnD,australis,arboreal,41.45,12.83,15.64,8.1,3.37,4.87,3.73,4.37,8.86
carnD,australis,arboreal,20.97,7.77,9.8,5.47,1.88,3.28,2.36,3.11,4.76
carnD,australis,arboreal,40.05,14.32,17.6,8.74,4,5.54,3.9,4.84,8.76
carnD,australis,arboreal,40.67,14.12,17.21,8.84,3.7,5.45,3.64,5.2,9.18
carnD,australis,arboreal,40.41,12.69,16.52,9.04,3.31,5.12,4.3,4.74,8.33
carnD,australis,arboreal,39.14,14.16,15.92,8.46,3.44,4.82,3.72,4.74,7.81
carnD,australis,arboreal,40.24,13.6,16.14,8.44,3.44,5.04,4.04,4.4,7.77
carnD,australis,arboreal,39,12.48,15.73,8.2,3.47,4.79,3.7,4.5,8.1
carnD,australis,arboreal,45.48,14.19,17.71,9.05,3.74,5.68,4.41,4.64,8.42
carnD,australis,arboreal,37.37,13.42,16.32,8,3.16,4.78,3.51,4.49,8.68
carnD,australis,arboreal,35.88,11.87,14.57,7.63,3.65,4.65,3.49,4.14,7.67
carnD,australis,arboreal,44.02,14.78,17.81,9.22,3.96,5.95,3.98,5.24,9.01
carnD,australis,arboreal,42.74,14.15,18.49,9.07,3.42,5.72,4.35,4.72,8.63
carnD,australis,arboreal,43.3,14.37,18.35,9.01,4.01,5.78,4.25,4.76,9.15
carnD,australis,arboreal,42.75,14.07,17.07,8.66,4.28,5.74,3.88,4.78,8.75
carnD,australis,arboreal,45.54,14.22,18.87,9.45,4.24,6.07,4.37,5.08,8.86
carnD,australis,arboreal,39.2,14,16.04,8.37,4.44,5.04,3.77,4.6,7.96
carnD,australis,arboreal,39.77,13.6,16.58,8.37,3.56,5.05,3.72,4.65,8.09
carnD,australis,arboreal,42.03,14.52,17.43,8.7,3.65,5.25,3.76,4.94,8.46
carnD,australis,arboreal,38.96,13.95,16.37,8.27,4.27,5.33,3.8,4.47,8.48
carnD,australis,arboreal,40.19,14,17.53,8.53,3.23,5.43,3.83,4.7,8.24
carnD,australis,arboreal,35.23,12.28,15,7.32,3.06,4.4,3.24,4.08,7.04
carnD,australis,arboreal,41.31,14.61,17.2,8.85,3.87,5.4,3.9,4.95,8.78
carnD,australis,arboreal,38.58,12.8,16.5,8.32,3.42,5.19,4.07,4.25,7.72
carnD,australis,arboreal,37.25,12.88,15.63,7.91,3.4,4.4,3.55,4.36,8.21
carnD,australis,arboreal,36.55,12.5,15.93,7.96,3.04,4.56,3.8,4.16,6.96
carnD,australis,arboreal,39.9,12.78,15.9,8,3.48,4.96,3.76,4.24,7.15
carnD,australis,arboreal,40.85,13.08,15.94,8.34,3.54,4.92,3.66,4.68,7.74
carnD,australis,arboreal,36.44,12.92,15.8,8.03,3.02,4.8,3.6,4.43,7.44
carnD,australis,arboreal,41.42,13.93,16.86,8.78,3.66,5.45,3.84,4.94,9.03
carnD,australis,arboreal,41.66,13.04,15.44,8.63,4.26,5.36,3.96,4.67,8.58
carnD,australis,arboreal,37.63,13.12,15.5,8.11,3.27,4.58,3.59,4.52,7.79
carnD,australis,arboreal,41.42,13.54,17.11,8.51,3.55,5.39,3.59,4.92,8.37
carnD,australis,arboreal,34.08,11.82,14.36,7.9,2.53,5.05,3.18,4.72,7.06
carnD,australis,arboreal,40.9,14.34,17.71,7.94,2.73,5.41,3.46,4.48,7.94
carnD,australis,arboreal,41.97,13.99,17.51,8.63,4.23,6.2,3.92,4.71,8.8
carnD,australis,arboreal,44.87,14.6,18.34,8.91,3.81,5.72,3.9,5.01,8.33
carnD,australis,arboreal,46.23,13.85,18.85,9,3.61,5.6,4.08,4.92,8.5
carnD,australis,arboreal,43.88,14.08,18.46,8.93,3.84,6.16,3.95,4.98,8.98
carnD,australis,arboreal,43.31,14.88,18.69,9.17,3.98,5.43,3.87,5.3,8.61
carnD,australis,arboreal,44.97,14.2,18.03,9.08,3.55,5.85,4.02,5.06,8.42
carnD,australis,arboreal,42.95,13.23,16.17,8.42,3.31,5.23,3.64,4.78,8.96
carnD,australis,arboreal,39.86,13.84,16.05,8.06,3.19,4.88,3.66,4.4,8.29
carnD,australis,arboreal,39.94,12.18,16.31,8,3.11,4.85,3.45,4.55,8.27
carnD,australis,arboreal,41.24,13.5,16.07,8.3,3.5,5,3.8,4.5,8.67
carnD,australis,arboreal,40.38,14.73,17.2,8.25,3.45,5.2,3.58,4.67,9.02
carnD,australis,arboreal,42,13.67,17.21,8.1,3.5,5.15,3.65,4.45,9.17
carnD,australis,arboreal,38.2,13.56,16.52,8.3,3.24,5.1,3.46,4.84,8.63
carnD,australis,arboreal,39.98,14.44,17.38,8.36,3.28,5,3.74,4.62,8.52
carnD,australis,arboreal,39.58,13.9,16.42,8.32,3.73,5.05,3.66,4.66,8.68
carnD,australis,arboreal,39.2,12.15,14.58,7.6,3.3,4.64,3.48,4.12,8.61
carnD,australis,arboreal,40.8,13.1,15.19,7.97,3.12,4.62,3.78,4.19,8.59
carnD,australis,arboreal,40.22,12.92,15.43,7.7,3.35,4.62,3.54,4.16,8.8
carnD,australis,arboreal,42.12,14.74,17.72,8.9,3.75,5.34,4.07,4.83,9.76
carnD,australis,arboreal,39.06,13.04,16.95,8.38,3.35,5.09,3.77,4.61,8.82
carnD,australis,arboreal,41.51,12.27,15.78,8.35,3.62,4.97,3.6,4.75,9.16
carnD,australis,arboreal,39.17,12.85,14.87,7.65,3.24,4.63,3.45,4.2,8.92
carnD,australis,arboreal,43.87,12.29,15.68,8.44,3.74,5.41,4.03,4.41,9.13
carnD,australis,arboreal,43.66,14.06,15.13,8.51,3.67,4.97,3.82,4.69,8.21
carnD,australis,arboreal,44.13,14.1,16.74,8.78,3.18,5.52,3.86,4.92,9.42
carnD,australis,arboreal,42.28,13.31,16.57,8.53,3.61,5.45,3.79,4.74,8.68
carnD,australis,arboreal,39.8,13.97,16.2,8.51,3.5,5.48,3.93,4.58,8.42
carnD,australis,arboreal,39.93,14.11,16.97,8.39,3.49,5.5,3.79,4.6,8.98
carnD,australis,arboreal,38.32,13.23,16.11,8.17,3.26,5.4,3.8,4.37,8.31
carnD,australis,arboreal,42.77,14.55,17.09,8.95,3.8,6.56,4.16,4.79,9.41
carnD,australis,arboreal,42.32,14.03,17.12,9.05,3.39,6.14,4.21,4.84,9.2
carnD,australis,arboreal,37.41,13.71,16.83,8.09,3.22,5.4,3.6,4.49,7.36
carnD,australis,arboreal,41.11,13.02,16.49,8.32,3.47,4.87,3.82,4.5,8.52
carnD,australis,arboreal,40.24,13.88,17.53,8.39,3.88,5.11,3.97,4.42,8.78
carnD,australis,arboreal,43.11,14.02,16.2,8.53,3.36,5.32,3.83,4.7,8.69
carnD,australis,arboreal,40.05,14.27,16.75,8.6,3.59,5.5,3.86,4.74,8.16
carnD,australis,arboreal,44.05,13.7,17.25,8.38,3.14,5.51,3.51,4.87,9.55
carnD,australis,arboreal,41.62,13.85,16.63,8.45,3.52,5.15,4,4.45,8.16
plagB,cygnatus,arboreal,37.48,12.43,15.41,7.88,3.4,4.61,3.71,4.17,7.48
plagB,cygnatus,arboreal,38.72,12.68,15.71,8.05,3.4,4.45,3.51,4.54,7.7
plagB,cygnatus,arboreal,32.27,12.28,15.44,7.44,2.83,4.67,3.37,4.07,6.91
plagB,cygnatus,arboreal,39.36,12.2,16.33,8.31,3.28,5.1,3.77,4.54,9.05
plagB,cygnatus,arboreal,39.54,13.77,16.94,8.53,3.56,4.91,3.84,4.69,9.22
plagB,cygnatus,arboreal,38.54,13.33,17.86,8.44,3.42,4.86,3.77,4.67,8.56
plagB,cygnatus,arboreal,40.2,12.64,16,8.25,3,4.66,3.86,4.39,8.65
plagB,cygnatus,arboreal,33.14,12.36,14.26,7.05,2.72,4.17,3.43,3.62,6.74
plagB,cygnatus,arboreal,37.84,12.22,14.6,7.82,3.26,4.58,3.48,4.34,7.83
plagB,cygnatus,arboreal,33.33,11.51,14,7.17,3.07,4.06,3.22,3.95,7.39
plagB,cygnatus,arboreal,37.24,12.96,15.81,8.37,3.44,4.94,3.76,4.61,7.57
plagB,cygnatus,arboreal,31.55,10.87,14.13,7.2,2.67,4.24,3.2,4,6.67
plagB,cygnatus,arboreal,36.85,12.36,15.36,7.92,3.48,4.83,3.5,4.42,8.02
plagB,cygnatus,arboreal,35.13,12.93,15.83,7.72,3,4.43,3.47,4.25,7.79
plagB,cygnatus,arboreal,30.6,10.54,14.26,6.89,2.6,3.88,3.17,3.72,6.31
plagB,cygnatus,arboreal,32.76,10.57,13.87,6.77,2.76,4.04,3.16,3.61,6.73
plagB,cygnatus,arboreal,41.3,13.58,17.5,8.5,3.54,4.7,3.87,4.63,8.83
plagB,cygnatus,arboreal,36.54,13.66,16.67,7.95,3,4.74,3.56,4.39,8.08
plagB,cygnatus,arboreal,35.84,13.78,17,7.42,3,4.14,3.17,4.25,8.63
plagB,cygnatus,arboreal,36.3,11.61,14.92,7.42,3.03,4.14,3.61,3.81,7.82
plagB,cygnatus,arboreal,38.28,14.59,16.46,7.91,3.31,4.69,3.62,4.29,8.99
plagB,cygnatus,arboreal,33.9,11.45,15.24,7,2.77,4.07,3.25,3.75,7.51
plagB,cygnatus,arboreal,31.8,11.18,13.25,7.24,2.82,3.82,3.22,4.02,6.7
plagB,cygnatus,arboreal,37.3,13.21,16.6,8.4,3.04,4.9,3.65,4.75,8.04
plagB,cygnatus,arboreal,34.86,11.72,14.66,7.61,2.96,4.5,3.35,4.26,7.39
plagB,cygnatus,arboreal,40.64,13.14,17.64,8.5,3.44,4.94,3.78,4.72,8.67
plagB,cygnatus,arboreal,39.37,13.38,16.4,8.77,3.6,5.22,3.97,4.8,8.27
plagB,cygnatus,arboreal,34.54,11.53,15.97,7.45,3.02,4.5,3.28,4.17,6.89
plagB,cygnatus,arboreal,39.47,12.64,15.91,8.02,3.22,4.45,3.77,4.25,8.17
plagB,cygnatus,arboreal,35.25,11.63,14.77,7.37,3.06,4.33,3.24,4.13,6.91
plagB,cygnatus,arboreal,36.88,12.74,15.47,8.21,3.33,4.6,3.6,4.61,9.27
plagB,cygnatus,arboreal,39.82,13.61,17.41,8.21,3.22,4.64,3.5,4.71,9.12
plagB,cygnatus,arboreal,39.3,13.95,16.27,8.27,3.3,4.81,3.61,4.66,8.24
plagB,cygnatus,arboreal,41.76,12.11,15.74,8.24,3.96,4.98,3.77,4.47,7.67
plagB,cygnatus,arboreal,38.89,12.17,15.24,7.71,3.42,4.94,3.59,4.12,6.53
plagB,cygnatus,arboreal,33.36,11,13.9,7.42,3.52,4.5,3.57,3.85,6.69
plagB,cygnatus,arboreal,38.17,11.6,15.34,7.61,4.03,4.76,3.73,3.88,7.39
plagB,cygnatus,arboreal,36.88,13.13,16.43,7.83,3.67,4.91,3.61,4.22,7.57
plagB,cygnatus,arboreal,32.41,12.1,15,7.3,3.31,4.41,3.54,3.76,6.54
plagB,cygnatus,arboreal,35.96,11.46,14.67,7.75,3.57,4.53,3.61,4.14,6.72
plagB,cygnatus,arboreal,38.18,13.65,16.1,8.14,4.19,5.31,3.66,4.48,7.62
plagB,cygnatus,arboreal,35.47,11.92,14.91,7.69,3.61,4.72,3.56,4.13,7.26
plagB,cygnatus,arboreal,34.03,11.61,14.63,7.47,3.14,4.7,3.48,3.99,7.02
plagB,cygnatus,arboreal,42.05,12.92,16.85,8.09,4.74,5.34,3.95,4.14,7.6
plagB,cygnatus,arboreal,37.42,13.3,16.55,7.92,3.66,4.96,3.6,4.32,7.48
plagB,cygnatus,arboreal,41.16,14.05,16.4,8.45,4.1,5.16,4.08,4.37,9.01
plagB,cygnatus,arboreal,41.35,12.99,15.53,8.48,3.97,5.56,4.08,4.4,8.32
plagB,cygnatus,arboreal,37.93,14.06,15.46,8.26,3.96,5.15,3.78,4.48,7.1
plagB,cygnatus,arboreal,38.99,13.24,16.59,8.32,3.86,5.24,3.84,4.48,8.95
plagB,cygnatus,arboreal,38.09,12.91,16.22,7.99,3.47,4.88,3.78,4.21,7.84
plagB,cygnatus,arboreal,34.47,12.59,16.48,8.29,3.67,5.5,3.87,4.42,7.98
plagB,cygnatus,arboreal,37.02,12.85,15.68,7.84,3.87,4.88,3.8,4.04,7.9
plagB,cygnatus,arboreal,37.33,13.65,16.85,8.04,3.8,5.25,3.88,4.16,8.04
plagB,cygnatus,arboreal,38.23,13.11,16.4,8.19,3.58,5.21,3.99,4.2,6.93
plagB,cygnatus,arboreal,35.88,12.9,15.88,7.96,3.35,4.94,3.66,4.3,7.44
plagB,cygnatus,arboreal,41.33,12.23,16.24,8.55,3.82,5.63,4.08,4.47,8.55
plagB,cygnatus,arboreal,41.89,12.94,15.73,7.86,3.44,4.82,3.77,4.09,8.36
plagB,cygnatus,arboreal,38.66,12.76,16.21,8.35,3.81,5.2,3.95,4.4,8.18
plagB,cygnatus,arboreal,37.69,12.25,15.42,7.58,3.64,4.65,3.7,3.88,7.64
plagB,cygnatus,arboreal,40.27,13.01,16,8.07,3.42,4.99,3.75,4.32,8.59
plagB,cygnatus,arboreal,44.63,13.21,17.57,8.38,4.03,5.49,4.01,4.37,7.61
plagB,cygnatus,arboreal,41.15,12.18,15.21,8.04,3.73,4.98,3.91,4.13,8.48
plagB,cygnatus,arboreal,38.69,12.25,15.2,7.91,3.43,4.59,3.72,4.19,7.57
plagB,cygnatus,arboreal,37.26,12.03,15.56,7.86,3.65,4.6,3.73,4.13,7.65
plagB,cygnatus,arboreal,39.95,12.21,15.5,8.1,3.24,4.72,3.84,4.26,7.72
plagB,cygnatus,arboreal,33.08,10.71,14.02,7.26,3.11,4.4,3.62,3.64,6.98
plagB,cygnatus,arboreal,40.43,13.06,16.8,9.06,4.3,6.12,4.22,4.84,8.08
plagB,cygnatus,arboreal,39.88,12.75,14.99,8.29,3.87,5.15,3.84,4.45,8.42
plagB,cygnatus,arboreal,41.24,12.37,15.13,7.88,3.66,5.16,3.66,4.22,8.27
plagB,cygnatus,arboreal,40.03,12.69,15.97,7.78,3.17,4.6,3.35,4.43,8.78
carnB,exochus,arboreal,36.02,12.16,15.57,7.77,3.2,4.61,3.29,4.48,7.59
carnB,exochus,arboreal,39.12,11.8,15.25,7.23,2.84,4.5,3.18,4.05,8.23
carnB,exochus,arboreal,36.45,12.62,15.44,7.7,3.34,4.54,3.5,4.2,7.56
carnB,exochus,arboreal,39.34,12.86,15.22,7.93,3.53,4.62,3.72,4.21,8.5
carnB,exochus,arboreal,36.06,12.66,16.48,7.86,3.17,4.65,3.5,4.36,7.14
carnB,exochus,arboreal,36.4,12.7,15.72,7.84,3.46,4.73,3.54,4.3,7.67
carnB,exochus,arboreal,40.2,12.18,15.33,7.68,3.6,4.28,3.55,4.13,7.62
carnB,exochus,arboreal,29.47,9.68,12.74,6.55,2.55,3.82,2.88,3.67,6.26
carnB,exochus,arboreal,39.17,12.17,16.09,7.91,3.48,4.62,3.47,4.44,6.41
carnB,exochus,arboreal,37.21,13.05,15.65,8.13,3.73,5.09,3.43,4.7,7.98
carnB,exochus,arboreal,40.59,12.68,14.51,7.79,3.19,4.81,3.5,4.29,8.82
carnB,exochus,arboreal,28.17,9.44,12.12,6.26,2.54,3.48,3.01,3.25,6.01
carnB,exochus,arboreal,35.71,13.02,15.29,7.48,3.62,4.83,3.55,3.93,7.96
carnB,exochus,arboreal,34.13,11.82,13.44,7.21,2.98,4.26,3.13,4.08,7.49
carnB,exochus,arboreal,28.69,9.64,11.54,6.44,2.42,3.62,2.83,3.61,6.98
carnB,exochus,arboreal,35.04,11.61,14.14,7.57,3.2,4.59,3.44,4.13,7.67
carnB,exochus,arboreal,37.32,12.75,15.82,7.9,3.57,5.32,3.67,4.23,7.7
carnB,exochus,arboreal,33.3,11.58,14.45,7.03,2.74,4.37,2.92,4.11,7.58
carnB,exochus,arboreal,38.07,12.86,16.51,8,3.7,5.4,3.47,4.53,7.37
carnB,exochus,arboreal,32.32,11.58,13.67,7.1,2.83,4.46,3.02,4.08,7.2
carnB,exochus,arboreal,40.17,12.85,15.76,7.68,3.36,4.55,3.47,4.21,8.32
carnB,exochus,arboreal,39.36,12.58,15.43,7.83,2.89,4.59,3.3,4.53,7.68
carnB,exochus,arboreal,40.42,12.52,15.35,7.8,3.5,4.81,3.5,4.3,7.9
carnB,exochus,arboreal,40.6,12.81,15.93,7.88,3.23,4.44,3.31,4.57,7.63
carnB,exochus,arboreal,39.72,12.8,15.42,7.4,3.37,4.33,3.18,4.22,7.73
carnB,exochus,arboreal,40.87,12.97,15.3,7.88,3.17,4.71,3.31,4.57,8.02
carnB,exochus,arboreal,38.6,11.5,15.44,7.75,3.38,4.7,3.31,4.44,7.15
carnB,exochus,arboreal,37.3,12.75,15.44,8,3.8,5.06,3.38,4.62,7.48
carnB,exochus,arboreal,38.69,11.83,15.14,7.73,3.28,4.81,3.5,4.23,8.1
carnC,mertensi,arboreal,24.48,9.16,11.55,5.82,2.2,3.37,2.58,3.24,5.05
carnC,mertensi,arboreal,33.45,11.53,13.69,7.03,2.96,4.13,3.01,4.02,4.26
carnC,mertensi,arboreal,30.26,10.95,13.59,6.66,3.04,4.17,2.88,3.78,6.15
carnC,mertensi,arboreal,37.72,11.57,14.56,7.42,3.31,4.58,3.26,4.16,7.3
carnC,mertensi,arboreal,33.92,11.46,14.37,7.39,2.99,4.94,3.34,4.05,6.58
carnC,mertensi,arboreal,33.23,11.23,14.96,7.37,3.25,4.91,3.46,3.91,7.29
carnC,mertensi,arboreal,38.49,10.93,14.61,7.37,2.79,4.87,3.34,4.03,6.8
carnC,mertensi,arboreal,35.48,11.62,14.72,7.28,3.25,4.51,3.2,4.08,6.38
carnC,mertensi,arboreal,36.68,12.14,14.42,7.15,3.01,4.72,3.13,4.02,7.27
carnC,mertensi,arboreal,35.69,11.82,14.48,7.33,3.04,4.64,3.2,4.13,6.93
carnC,mertensi,arboreal,36.13,11.75,14.93,7.15,3.35,4.81,3.18,3.97,6.36
carnC,mertensi,arboreal,32.29,11.93,14.35,7.1,2.91,4.84,3.04,4.06,6.1
carnC,mertensi,arboreal,34.03,12.16,15.14,7.33,2.7,4.36,3.07,4.26,5.78
carnC,mertensi,arboreal,35.07,11.84,14.68,7.77,3.74,4.99,3.66,4.11,6.18
carnC,mertensi,arboreal,29.16,10.84,13.47,6.5,3.05,3.98,3,3.5,6.85
carnC,mertensi,arboreal,35.87,11.42,13.77,6.91,3.18,4.53,3.26,3.65,5.63
carnC,mertensi,arboreal,30.62,12.19,13.99,7.21,3.21,4.36,3.35,3.86,6.38
carnC,mertensi,arboreal,36.36,12.3,15.16,7.44,3.05,4.87,3.33,4.11,7.01
carnC,mertensi,arboreal,37.22,11.86,14.75,7.17,3.01,4.2,3.56,3.61,7.6
carnC,mertensi,arboreal,34.78,12.44,14.49,7.53,3.42,4.85,3.33,4.2,7.25
carnC,mertensi,arboreal,32,11.08,14.12,6.85,3.25,4.06,3.19,3.66,6.56
carnC,mertensi,arboreal,35.8,12.18,14.79,7.61,3.42,4.79,3.47,4.14,7.91
carnC,mertensi,arboreal,32.37,11.72,14.03,6.92,3.21,4.35,2.99,3.93,7.14
carnA5,pannosus,arboreal,36.62,14.11,15.79,8.13,2.99,4.96,3.75,4.38,7.64
carnA5,pannosus,arboreal,39.3,13.17,16.63,7.43,3.1,4.28,3.22,4.21,8.32
carnA5,pannosus,arboreal,37.5,13.65,16.38,7.88,3.5,4.86,3.47,4.41,8.22
carnA5,pannosus,arboreal,39.38,12.53,16.02,7.7,3.04,4.54,3.48,4.22,8.3
carnA5,pannosus,arboreal,36.22,12.35,15.04,7.48,2.64,4.8,3.1,4.38,7.14
carnA5,pannosus,arboreal,34.24,11.61,13.73,7.15,2.91,4.19,3.15,4,7.3
carnA5,pannosus,arboreal,33.91,10.55,14.22,7.04,2.77,4.04,3.22,3.82,7.04
carnA5,pannosus,arboreal,31.25,11.06,13.17,6.57,2.55,3.69,3.15,3.42,7.5
carnA5,pannosus,arboreal,32.45,11.9,14.06,7.12,3.06,4.39,3.34,3.78,7.29
carnA5,pannosus,arboreal,32.72,11.74,14,7.71,3.11,4.65,3.51,4.2,6.47
carnA5,pannosus,arboreal,35.98,11.1,13.3,7.4,2.88,4.31,3.24,4.16,6.44
carnA5,pannosus,arboreal,38.5,12.67,14.17,7.19,2.65,4.35,3.19,4,7.63
carnA5,pannosus,arboreal,36.52,12.8,16.96,7.8,2.75,4.41,3.41,4.39,7.6
carnA5,pannosus,arboreal,32.63,11.62,13.61,7.1,2.66,4.24,3.13,3.97,6.54
carnA5,pannosus,arboreal,34.39,11.68,13.66,6.99,2.68,4.23,3.11,3.88,6.34
carnA5,pannosus,arboreal,36.31,12.75,15.5,7.61,3.4,4.28,3.18,4.43,7.52
carnA5,pannosus,arboreal,36,11.8,15.06,7.3,2.97,4.09,3.12,4.18,6.44
carnA5,pannosus,arboreal,34.56,11.96,13.96,7.21,2.88,4.22,3.17,4.04,6.18
carnA5,pannosus,arboreal,32.2,10.36,13.12,6.53,2.37,3.94,2.84,3.69,6.64
carnA5,pannosus,arboreal,32.21,10.05,13.37,6.34,2.53,3.8,2.9,3.44,6.9
carnA5,pannosus,arboreal,33.48,10.5,13.66,6.74,2.8,4.03,3.27,3.47,7.63
carnA5,pannosus,arboreal,34.47,11.52,14.01,6.9,2.71,4.64,3.28,3.62,7.84
carnA5,pannosus,arboreal,33.82,11.2,15.06,7.07,3.02,4.36,3.1,3.97,8.19
carnA5,pannosus,arboreal,35.37,11.06,13.71,6.85,2.56,4.05,3.15,3.7,7.83
carnA5,pannosus,arboreal,32.94,11.97,14.66,7.2,2.86,4.48,3.31,3.89,7.2
carnA5,pannosus,arboreal,35.4,11.8,15.2,7.7,3.23,4.62,3.3,4.4,7.85
carnA5,pannosus,arboreal,29.95,10.42,12.5,6.56,2.74,4.02,2.82,3.74,5.99
carnA5,pannosus,arboreal,34.1,10.76,13.06,6.64,2.74,4.21,3,3.64,6.91
carnA5,pannosus,arboreal,31.41,11.22,14.6,6.66,2.63,4.14,3.17,3.49,6.88
carnA5,pannosus,arboreal,39.77,12.01,14.47,7.76,3.32,4.61,3.31,4.45,6.57
carnA5,pannosus,arboreal,32.44,10.69,13.72,6.65,2.87,4.15,2.98,3.67,7.44
carnA5,pannosus,arboreal,33.07,12.11,14.8,7,3.11,4.09,3.03,3.97,7
carnA5,pannosus,arboreal,35.67,11.19,14.4,7.42,2.5,4.02,3.4,4.02,8.02
carnA5,pannosus,arboreal,34.62,11.76,14.43,7.13,3.04,4.11,3.03,4.1,7.25
carnA5,pannosus,arboreal,32.15,11.28,14.37,7.03,2.8,4.1,3.04,3.99,7.05
carnA5,pannosus,arboreal,31.06,9.67,12.41,6.96,2.63,4.28,3.16,3.8,6.54
carnA5,pannosus,arboreal,32.38,12.54,14.39,7.31,3.12,4.84,3.52,3.79,6.95
carnA5,pannosus,arboreal,29.32,10.99,12.77,6.92,3.25,4.37,3.21,3.71,8.61
carnA5,pannosus,arboreal,34.05,10.8,13.63,6.8,2.77,4.07,3.01,3.79,7.32
carnA5,pannosus,arboreal,34.44,11.57,14.53,7.23,3.07,4.95,3.49,3.74,7.21
carnA5,pannosus,arboreal,30.92,10.55,13.92,6.59,3.17,4.41,3.1,3.49,7.29
carnA5,pannosus,arboreal,32.82,10.94,13.14,6.5,2.92,4.36,3.01,3.49,6.11
carnA5,pannosus,arboreal,32.05,11.07,13.95,7,2.66,4.39,3.27,3.73,6.58
carnA5,pannosus,arboreal,30.4,10.17,11.96,6.44,2.54,3.61,3,3.44,6.69
carnA5,pannosus,arboreal,30.12,10.07,12.88,6.23,2.39,3.81,2.9,3.33,5.94
carnA5,pannosus,arboreal,31.1,11.23,13.95,6.72,2.74,4.24,2.93,3.79,7.59
carnA5,pannosus,arboreal,41.5,12.44,15.32,7.63,3.21,5.05,3.4,4.23,8.42
carnA5,pannosus,arboreal,39.33,14.03,16.56,8.04,3.4,5,3.44,4.6,8.44
carnA5,pannosus,arboreal,33.5,12.32,14.67,7.37,2.61,4.7,3.48,3.89,7.93
carnA5,pannosus,arboreal,36.6,12.9,15.5,8.03,2.86,4.92,3.54,4.49,7.15
carnA5,pannosus,arboreal,40.2,12.57,16.22,7.6,3.49,5.57,3.45,4.15,8.62
carnA5,pannosus,arboreal,32.38,10.78,13.4,7,2.64,4.45,3.2,3.8,7.4
carnA5,pannosus,arboreal,35.54,10.98,13.8,6.76,2.61,4.54,3.17,3.59,7.33
carnA5,pannosus,arboreal,37,12.23,15.69,7.09,3.24,4.93,3.35,3.74,8.18
carnA5,pannosus,arboreal,37.54,11.97,15.31,7.44,3.32,4.77,3.57,3.87,8.59
carnA5,pannosus,arboreal,36.55,11.98,15.35,7.22,3.6,4.44,3.77,3.45,7.36
carnA5,pannosus,arboreal,33.28,11.52,14.55,7.34,2.94,4.2,3.13,4.21,7.7
carnA5,pannosus,arboreal,31.46,11.56,14.16,6.88,2.88,4.27,3.33,3.55,7.03
carnA5,pannosus,arboreal,40.6,11.55,14.92,7.49,2.5,4.75,3.22,4.27,8.27
carnA5,pannosus,arboreal,34.14,11.26,14.19,6.66,2.41,4.33,3.1,3.56,7.71
carnA5,pannosus,arboreal,36.24,12.31,15.86,7.22,2.47,4.52,3.3,3.92,8.29
carnA1,Plagiocephalus,arboreal,33.68,11.75,14.87,7.2,2.95,4.4,3.18,4.02,6.7
carnA1,Plagiocephalus,arboreal,33.36,11.78,13.59,6.82,2.58,3.68,3.14,3.68,6.72
carnA1,Plagiocephalus,arboreal,36.36,12.47,15.8,7.93,3.25,5.1,3.6,4.33,7.94
carnA1,Plagiocephalus,arboreal,38.6,11.87,14.22,7.7,2.95,5.03,3.48,4.22,8.09
carnA1,Plagiocephalus,arboreal,37.17,11.23,15.12,7.23,2.92,4.93,3.27,3.96,7.89
carnA1,Plagiocephalus,arboreal,36.89,11.12,14.07,7.12,2.54,4.5,3.42,3.7,7.53
carnA1,Plagiocephalus,arboreal,34.42,11.73,14.77,7.58,2.86,4.56,3.48,4.1,7.37
carnA1,Plagiocephalus,arboreal,24.27,9.62,12.15,5.94,1.88,3.47,2.69,3.25,6.23
carnA1,Plagiocephalus,arboreal,33.3,11.57,13.32,6.88,2.08,4.34,3.02,3.86,6.75
carnA1,Plagiocephalus,arboreal,34.94,11.43,13.92,7.19,2.73,4.41,3.37,3.82,7.49
